ent,año,categoria,porcentaje,value,cve_ent,nom_ent
29,2016,pobreza,0.559333096374219,711286,29,Tlaxcala
29,2016,pobreza_m,0.500765923181209,636808,29,Tlaxcala
29,2016,pobreza_e,0.0585671731930032,74478,29,Tlaxcala
29,2016,vul_car,0.216461371993319,275267,29,Tlaxcala
29,2016,vul_ing,0.09084053385003,115519,29,Tlaxcala
29,2016,no_pobv,0.13336499778244,169596,29,Tlaxcala
29,2016,ic_rezedu,0.142018199718795,180600,29,Tlaxcala
29,2016,ic_asalud,0.125245740240377,159271,29,Tlaxcala
29,2016,ic_segsoc,0.662864835790482,842944,29,Tlaxcala
29,2016,ic_cv,0.102356904475067,130164,29,Tlaxcala
29,2016,ic_sbv,0.107143531173231,136251,29,Tlaxcala
29,2016,ic_ali_nc,0.249465269236939,317237,29,Tlaxcala
29,2016,carencias,0.775794468367538,986553,29,Tlaxcala
29,2016,carencias3,0.149733263713484,190411,29,Tlaxcala
29,2016,plp_e,0.183481852181543,233328,29,Tlaxcala
29,2016,plp,0.650173630224244,826805,29,Tlaxcala
30,2016,pobreza,0.604919076652453,4744292,30,Veracruz
30,2016,pobreza_m,0.457308015678988,3586600,30,Veracruz
30,2016,pobreza_e,0.147611060973467,1157692,30,Veracruz
30,2016,vul_car,0.200434306184968,1571977,30,Veracruz
30,2016,vul_ing,0.0468773229745192,367652,30,Veracruz
30,2016,no_pobv,0.14776929418806,1158933,30,Veracruz
30,2016,ic_rezedu,0.26401498740127,2070631,30,Veracruz
30,2016,ic_asalud,0.194287181681567,1523766,30,Veracruz
30,2016,ic_segsoc,0.677638522915251,5314620,30,Veracruz
30,2016,ic_cv,0.175075297844381,1373090,30,Veracruz
30,2016,ic_sbv,0.392044146174333,3074745,30,Veracruz
30,2016,ic_ali_nc,0.237944630870343,1866165,30,Veracruz
30,2016,carencias,0.805353382837423,6316269,30,Veracruz
30,2016,carencias3,0.344692378565248,2703372,30,Veracruz
30,2016,plp_e,0.248391720666992,1948100,30,Veracruz
30,2016,plp,0.65179639962697,5111944,30,Veracruz
31,2016,pobreza,0.455045678535374,990563,31,Yucatán
31,2016,pobreza_m,0.390049259409148,849076,31,Yucatán
31,2016,pobreza_e,0.0649964191262296,141487,31,Yucatán
31,2016,vul_car,0.272101846573226,592323,31,Yucatán
31,2016,vul_ing,0.0701704257036453,152750,31,Yucatán
31,2016,no_pobv,0.202682049187745,441207,31,Yucatán
31,2016,ic_rezedu,0.217045969782848,472475,31,Yucatán
31,2016,ic_asalud,0.144105018138653,313694,31,Yucatán
31,2016,ic_segsoc,0.517730033815021,1127017,31,Yucatán
31,2016,ic_cv,0.157691206945103,343269,31,Yucatán
31,2016,ic_sbv,0.354767431551101,772273,31,Yucatán
31,2016,ic_ali_nc,0.219960741312076,478820,31,Yucatán
31,2016,carencias,0.72714752510865,1582886,31,Yucatán
31,2016,carencias3,0.255100620485723,555314,31,Yucatán
31,2016,plp_e,0.120528214483084,262371,31,Yucatán
31,2016,plp,0.525216104239028,1143313,31,Yucatán
32,2016,pobreza,0.501945735155491,800359,32,Zacatecas
32,2016,pobreza_m,0.464229517100198,740220,32,Zacatecas
32,2016,pobreza_e,0.0377162180552933,60139,32,Zacatecas
32,2016,vul_car,0.218774008114077,348838,32,Zacatecas
32,2016,vul_ing,0.0992710627006489,158289,32,Zacatecas
32,2016,no_pobv,0.180009194029776,287027,32,Zacatecas
32,2016,ic_rezedu,0.192724048032221,307301,32,Zacatecas
32,2016,ic_asalud,0.114760431554964,182987,32,Zacatecas
32,2016,ic_segsoc,0.615278771637467,981070,32,Zacatecas
32,2016,ic_cv,0.0514539549066077,82044,32,Zacatecas
32,2016,ic_sbv,0.107437192421762,171310,32,Zacatecas
32,2016,ic_ali_nc,0.158994000048918,253518,32,Zacatecas
32,2016,carencias,0.720719743269556,1149197,32,Zacatecas
32,2016,carencias3,0.120245491883729,191733,32,Zacatecas
32,2016,plp_e,0.194985553582818,310907,32,Zacatecas
32,2016,plp,0.601216797856136,958648,32,Zacatecas
1,2018,pobreza,0.262654077008297,360841,01,Aguascalientes
1,2018,pobreza_m,0.252771457229665,347264,01,Aguascalientes
1,2018,pobreza_e,0.00988261977863281,13577,01,Aguascalientes
1,2018,vul_car,0.255387509044087,350858,01,Aguascalientes
1,2018,vul_ing,0.119815755415897,164606,01,Aguascalientes
1,2018,no_pobv,0.362142658531724,497521,01,Aguascalientes
1,2018,ic_rezedu,0.155659450323405,213849,01,Aguascalientes
1,2018,ic_asalud,0.114037003230395,156667,01,Aguascalientes
1,2018,ic_segsoc,0.357968913093799,491787,01,Aguascalientes
1,2018,ic_cv,0.0457692604449182,62879,01,Aguascalientes
1,2018,ic_sbv,0.0249281932355335,34247,01,Aguascalientes
1,2018,ic_ali_nc,0.138112832338303,189743,01,Aguascalientes
1,2018,carencias,0.518041586052377,711699,01,Aguascalientes
1,2018,carencias3,0.0666277971155008,91535,01,Aguascalientes
1,2018,plp_e,0.0704543370121104,96792,01,Aguascalientes
1,2018,plp,0.382469832424195,525447,01,Aguascalientes
2,2018,pobreza,0.235986870831744,884189,02,Baja California
2,2018,pobreza_m,0.222473638641474,833558,02,Baja California
2,2018,pobreza_e,0.0135132321902694,50631,02,Baja California
2,2018,vul_car,0.339107637187421,1270559,02,Baja California
2,2018,vul_ing,0.0880154970732138,329774,02,Baja California
2,2018,no_pobv,0.336889994907617,1262250,02,Baja California
2,2018,ic_rezedu,0.159178087164096,596404,02,Baja California
2,2018,ic_asalud,0.168604601507644,631723,02,Baja California
2,2018,ic_segsoc,0.366902496335512,1374700,02,Baja California
2,2018,ic_cv,0.0946887080398813,354777,02,Baja California
2,2018,ic_sbv,0.0893275598301699,334690,02,Baja California
2,2018,ic_ali_nc,0.147628945663092,553132,02,Baja California
2,2018,carencias,0.575094508019181,2154748,02,Baja California
2,2018,carencias3,0.100570037354823,376813,02,Baja California
2,2018,plp_e,0.0402765367094663,150907,02,Baja California
2,2018,plp,0.32400236790496,1213963,02,Baja California
3,2018,pobreza,0.185721642847945,141365,03,Baja California Sur
3,2018,pobreza_m,0.174046134483148,132478,03,Baja California Sur
3,2018,pobreza_e,0.0116755083647982,8887,03,Baja California Sur
3,2018,vul_car,0.377410446604294,287272,03,Baja California Sur
3,2018,vul_ing,0.0534614000099848,40693,03,Baja California Sur
3,2018,no_pobv,0.38340651053778,291836,03,Baja California Sur
3,2018,ic_rezedu,0.135980850432099,103504,03,Baja California Sur
3,2018,ic_asalud,0.107454878436503,81791,03,Baja California Sur
3,2018,ic_segsoc,0.308564754600182,234869,03,Baja California Sur
3,2018,ic_cv,0.14168394279303,107845,03,Baja California Sur
3,2018,ic_sbv,0.132431033440799,100802,03,Baja California Sur
3,2018,ic_ali_nc,0.189077021306784,143919,03,Baja California Sur
3,2018,carencias,0.563132089452243,428637,03,Baja California Sur
3,2018,carencias3,0.108959149515348,82936,03,Baja California Sur
3,2018,plp_e,0.0327694615891934,24943,03,Baja California Sur
3,2018,plp,0.23918304285793,182058,03,Baja California Sur
4,2018,pobreza,0.489642961452753,430853,04,Campeche
4,2018,pobreza_m,0.39489142923382,347478,04,Campeche
4,2018,pobreza_e,0.0947515322189298,83375,04,Campeche
4,2018,vul_car,0.270844484750544,238325,04,Campeche
4,2018,vul_ing,0.0593477003362756,52222,04,Campeche
4,2018,no_pobv,0.180164853460434,158533,04,Campeche
4,2018,ic_rezedu,0.193681791681865,170427,04,Campeche
4,2018,ic_asalud,0.116958904825709,102916,04,Campeche
4,2018,ic_segsoc,0.583666029118125,513587,04,Campeche
4,2018,ic_cv,0.165334178852253,145483,04,Campeche
4,2018,ic_sbv,0.389952416831742,343132,04,Campeche
4,2018,ic_ali_nc,0.296854419597858,261212,04,Campeche
4,2018,carencias,0.760487446203286,669178,04,Campeche
4,2018,carencias3,0.299972838841141,263956,04,Campeche
4,2018,plp_e,0.169281070263305,148956,04,Campeche
4,2018,plp,0.548990661789022,483075,04,Campeche
5,2018,pobreza,0.255077051589124,778060,05,Coahuila
5,2018,pobreza_m,0.239776887080392,731390,05,Coahuila
5,2018,pobreza_e,0.0153001645087326,46670,05,Coahuila
5,2018,vul_car,0.220410229309045,672316,05,Coahuila
5,2018,vul_ing,0.145739722138259,444549,05,Coahuila
5,2018,no_pobv,0.378772996963568,1155369,05,Coahuila
5,2018,ic_rezedu,0.142413813225873,434404,05,Coahuila
5,2018,ic_asalud,0.132015799132804,402687,05,Coahuila
5,2018,ic_segsoc,0.257248317703146,784683,05,Coahuila
5,2018,ic_cv,0.0443708049125756,135344,05,Coahuila
5,2018,ic_sbv,0.0388198645769883,118412,05,Coahuila
5,2018,ic_ali_nc,0.185721441933138,566505,05,Coahuila
5,2018,carencias,0.47548728089817,1450376,05,Coahuila
5,2018,carencias3,0.0764959049848963,233335,05,Coahuila
5,2018,plp_e,0.0657153048197976,200451,05,Coahuila
5,2018,plp,0.400816773727387,1222609,05,Coahuila
6,2018,pobreza,0.304107500370114,219794,06,Colima
6,2018,pobreza_m,0.284940456671802,205941,06,Colima
6,2018,pobreza_e,0.0191670436983138,13853,06,Colima
6,2018,vul_car,0.325123036841181,234983,06,Colima
6,2018,vul_ing,0.0621334318458226,44907,06,Colima
6,2018,no_pobv,0.308636030942885,223067,06,Colima
6,2018,ic_rezedu,0.181460835059377,131151,06,Colima
6,2018,ic_asalud,0.108358203586021,78316,06,Colima
6,2018,ic_segsoc,0.438839932424864,317172,06,Colima
6,2018,ic_cv,0.0939299980214482,67888,06,Colima
6,2018,ic_sbv,0.10543880257516,76206,06,Colima
6,2018,ic_ali_nc,0.230333821744971,166474,06,Colima
6,2018,carencias,0.629230537211291,454777,06,Colima
6,2018,carencias3,0.132246098587202,95581,06,Colima
6,2018,plp_e,0.0746813217830206,53976,06,Colima
6,2018,plp,0.366240932215938,264701,06,Colima
7,2018,pobreza,0.779950184747795,4165976,07,Chiapas
7,2018,pobreza_m,0.474274039304023,2533257,07,Chiapas
7,2018,pobreza_e,0.305676145443764,1632719,07,Chiapas
7,2018,vul_car,0.122659199870594,655164,07,Chiapas
7,2018,vul_ing,0.0296584974246144,158416,07,Chiapas
7,2018,no_pobv,0.0677321179570055,361780,07,Chiapas
7,2018,ic_rezedu,0.312204100247578,1667587,07,Chiapas
7,2018,ic_asalud,0.175925086907097,939675,07,Chiapas
7,2018,ic_segsoc,0.831302880028536,4440268,07,Chiapas
7,2018,ic_cv,0.235861964122838,1259818,07,Chiapas
7,2018,ic_sbv,0.571111796748968,3050500,07,Chiapas
7,2018,ic_ali_nc,0.256808970639558,1371703,07,Chiapas
7,2018,carencias,0.902609384618402,4821140,07,Chiapas
7,2018,carencias3,0.452595942288591,2417467,07,Chiapas
7,2018,plp_e,0.493562472010739,2636283,07,Chiapas
7,2018,plp,0.809608682172417,4324392,07,Chiapas
8,2018,pobreza,0.266427871852578,980940,08,Chihuahua
8,2018,pobreza_m,0.241088787019037,887646,08,Chihuahua
8,2018,pobreza_e,0.0253390848335415,93294,08,Chihuahua
8,2018,vul_car,0.273916827049216,1008513,08,Chihuahua
8,2018,vul_ing,0.1174299029122,432356,08,Chihuahua
8,2018,no_pobv,0.342225398186007,1260013,08,Chihuahua
8,2018,ic_rezedu,0.171561254183391,631658,08,Chihuahua
8,2018,ic_asalud,0.113050821033717,416233,08,Chihuahua
8,2018,ic_segsoc,0.356907259503563,1314069,08,Chihuahua
8,2018,ic_cv,0.0697836560268258,256931,08,Chihuahua
8,2018,ic_sbv,0.0501724417964799,184726,08,Chihuahua
8,2018,ic_ali_nc,0.181132059072927,666896,08,Chihuahua
8,2018,carencias,0.540344698901775,1989453,08,Chihuahua
8,2018,carencias3,0.0968425415460055,356557,08,Chihuahua
8,2018,plp_e,0.0824230503267127,303467,08,Chihuahua
8,2018,plp,0.383857774764762,1413296,08,Chihuahua
9,2018,pobreza,0.299678064848518,2755918,09,Ciudad de México
9,2018,pobreza_m,0.283141998346717,2603848,09,Ciudad de México
9,2018,pobreza_e,0.0165360665018026,152070,09,Ciudad de México
9,2018,vul_car,0.251701941506234,2314717,09,Ciudad de México
9,2018,vul_ing,0.0860770386924599,791587,09,Ciudad de México
9,2018,no_pobv,0.362542954952784,3334040,09,Ciudad de México
9,2018,ic_rezedu,0.0940727873999231,865118,09,Ciudad de México
9,2018,ic_asalud,0.200579322337708,1844580,09,Ciudad de México
9,2018,ic_segsoc,0.43479731221228,3998510,09,Ciudad de México
9,2018,ic_cv,0.0507721506847021,466914,09,Ciudad de México
9,2018,ic_sbv,0.0291819654550949,268365,09,Ciudad de México
9,2018,ic_ali_nc,0.151528305739878,1393494,09,Ciudad de México
9,2018,carencias,0.551380006354757,5070635,09,Ciudad de México
9,2018,carencias3,0.0850592338495779,782227,09,Ciudad de México
9,2018,plp_e,0.0636386827604517,585238,09,Ciudad de México
9,2018,plp,0.385755103540977,3547505,09,Ciudad de México
10,2018,pobreza,0.387871666319476,694504,10,Durango
10,2018,pobreza_m,0.366369905129766,656004,10,Durango
10,2018,pobreza_e,0.021501761189712,38500,10,Durango
10,2018,vul_car,0.231769438569468,414995,10,Durango
10,2018,vul_ing,0.122969409974918,220183,10,Durango
10,2018,no_pobv,0.257389485136139,460869,10,Durango
10,2018,ic_rezedu,0.163440192432384,292648,10,Durango
10,2018,ic_asalud,0.130628504856884,233897,10,Durango
10,2018,ic_segsoc,0.444837929776929,796505,10,Durango
10,2018,ic_cv,0.0477892000842198,85569,10,Durango
10,2018,ic_sbv,0.0565892845275003,101326,10,Durango
10,2018,ic_ali_nc,0.18981922324469,339881,10,Durango
10,2018,carencias,0.619641104888958,1109499,10,Durango
10,2018,carencias3,0.0943631317957435,168962,10,Durango
10,2018,plp_e,0.131276350129094,235057,10,Durango
10,2018,plp,0.510841076294396,914687,10,Durango
11,2018,pobreza,0.41488128913369,2519745,11,Guanajuato
11,2018,pobreza_m,0.379188996234738,2302971,11,Guanajuato
11,2018,pobreza_e,0.0356922928989505,216774,11,Guanajuato
11,2018,vul_car,0.293572377437927,1782986,11,Guanajuato
11,2018,vul_ing,0.0781535980104758,474659,11,Guanajuato
11,2018,no_pobv,0.213392735417919,1296022,11,Guanajuato
11,2018,ic_rezedu,0.22240628496799,1350765,11,Guanajuato
11,2018,ic_asalud,0.136594224136284,829593,11,Guanajuato
11,2018,ic_segsoc,0.542346048646128,3293891,11,Guanajuato
11,2018,ic_cv,0.0908899313927652,552012,11,Guanajuato
11,2018,ic_sbv,0.119468265943426,725580,11,Guanajuato
11,2018,ic_ali_nc,0.220731937830007,1340596,11,Guanajuato
11,2018,carencias,0.708453666571567,4302731,11,Guanajuato
11,2018,carencias3,0.158468419399177,962444,11,Guanajuato
11,2018,plp_e,0.107316941449056,651780,11,Guanajuato
11,2018,plp,0.493034887144164,2994404,11,Guanajuato
12,2018,pobreza,0.678900185016965,2378501,12,Guerrero
12,2018,pobreza_m,0.40962624969244,1435110,12,Guerrero
12,2018,pobreza_e,0.269273935324547,943391,12,Guerrero
12,2018,vul_car,0.201899720904638,707348,12,Guerrero
12,2018,vul_ing,0.0403309640578376,141298,12,Guerrero
12,2018,no_pobv,0.0788691300205341,276315,12,Guerrero
12,2018,ic_rezedu,0.258470621345402,905542,12,Guerrero
12,2018,ic_asalud,0.137788850000372,482738,12,Guerrero
12,2018,ic_segsoc,0.748970304230471,2623989,12,Guerrero
12,2018,ic_cv,0.288267719187482,1009935,12,Guerrero
12,2018,ic_sbv,0.586255823525391,2053925,12,Guerrero
12,2018,ic_ali_nc,0.388919874113086,1362566,12,Guerrero
12,2018,carencias,0.880799905921608,3085849,12,Guerrero
12,2018,carencias3,0.488726294162737,1712234,12,Guerrero
12,2018,plp_e,0.363962275029672,1275128,12,Guerrero
12,2018,plp,0.719231149074804,2519799,12,Guerrero
13,2018,pobreza,0.498697088103667,1517244,13,Hidalgo
13,2018,pobreza_m,0.428404596873009,1303385,13,Hidalgo
13,2018,pobreza_e,0.0702924912306536,213859,13,Hidalgo
13,2018,vul_car,0.313874236790761,954936,13,Hidalgo
13,2018,vul_ing,0.0532471562074351,162000,13,Hidalgo
13,2018,no_pobv,0.134181518898138,408236,13,Hidalgo
13,2018,ic_rezedu,0.197427307771191,600656,13,Hidalgo
13,2018,ic_asalud,0.14432773164485,439105,13,Hidalgo
13,2018,ic_segsoc,0.697326729809493,2121558,13,Hidalgo
13,2018,ic_cv,0.0975645671071931,296832,13,Hidalgo
13,2018,ic_sbv,0.256283821804774,779722,13,Hidalgo
13,2018,ic_ali_nc,0.273052403090175,830739,13,Hidalgo
13,2018,carencias,0.81257132489444,2472180,13,Hidalgo
13,2018,carencias3,0.237533591724469,722676,13,Hidalgo
13,2018,plp_e,0.145269417462963,441970,13,Hidalgo
13,2018,plp,0.551944244311109,1679244,13,Hidalgo
14,2018,pobreza,0.278015028207535,2285767,14,Jalisco
14,2018,pobreza_m,0.255016730645424,2096681,14,Jalisco
14,2018,pobreza_e,0.0229982975621094,189086,14,Jalisco
14,2018,vul_car,0.339793564354204,2793694,14,Jalisco
14,2018,vul_ing,0.082906304858376,681634,14,Jalisco
14,2018,no_pobv,0.299285102579878,2460644,14,Jalisco
14,2018,ic_rezedu,0.193409447806602,1590162,14,Jalisco
14,2018,ic_asalud,0.193510521314286,1590993,14,Jalisco
14,2018,ic_segsoc,0.455185454074858,3742416,14,Jalisco
14,2018,ic_cv,0.0707661724605952,581821,14,Jalisco
14,2018,ic_sbv,0.0812049616267319,667646,14,Jalisco
14,2018,ic_ali_nc,0.159042995648487,1307610,14,Jalisco
14,2018,carencias,0.617808592561762,5079461,14,Jalisco
14,2018,carencias3,0.129235068152857,1062537,14,Jalisco
14,2018,plp_e,0.0585224123509637,481156,14,Jalisco
14,2018,plp,0.360921333065912,2967401,14,Jalisco
15,2018,pobreza,0.4177449656556,7036289,15,México
15,2018,pobreza_m,0.371224597922142,6252723,15,México
15,2018,pobreza_e,0.04652036773346,783566,15,México
15,2018,vul_car,0.262683227907929,4424506,15,México
15,2018,vul_ing,0.0959390041407064,1615949,15,México
15,2018,no_pobv,0.22363280229577,3766760,15,México
15,2018,ic_rezedu,0.147148419948723,2478495,15,México
15,2018,ic_asalud,0.197536807068175,3327212,15,México
15,2018,ic_segsoc,0.546696756209406,9208289,15,México
15,2018,ic_cv,0.0964837245266773,1625124,15,México
15,2018,ic_sbv,0.103306236042096,1740039,15,México
15,2018,ic_ali_nc,0.234125037165668,3943486,15,México
15,2018,carencias,0.680428193563537,11460795,15,México
15,2018,carencias3,0.168916396493273,2845144,15,México
15,2018,plp_e,0.107886874370083,1817193,15,México
15,2018,plp,0.513683969796315,8652238,15,México
16,2018,pobreza,0.462115110109276,2153187,16,Michoacán
16,2018,pobreza_m,0.408957601347982,1905504,16,Michoacán
16,2018,pobreza_e,0.0531575087612892,247683,16,Michoacán
16,2018,vul_car,0.329325535791283,1534465,16,Michoacán
16,2018,vul_ing,0.0525726716454011,244958,16,Michoacán
16,2018,no_pobv,0.15598668245405,726807,16,Michoacán
16,2018,ic_rezedu,0.270299481673352,1259438,16,Michoacán
16,2018,ic_asalud,0.211943683083099,987534,16,Michoacán
16,2018,ic_segsoc,0.669956563235271,3121607,16,Michoacán
16,2018,ic_cv,0.126868018037449,591131,16,Michoacán
16,2018,ic_sbv,0.176719963034001,823412,16,Michoacán
16,2018,ic_ali_nc,0.228122531209378,1062918,16,Michoacán
16,2018,carencias,0.791440645900563,3687652,16,Michoacán
16,2018,carencias3,0.244869476159787,1140949,16,Michoacán
16,2018,plp_e,0.127816634570377,595551,16,Michoacán
16,2018,plp,0.514687781754668,2398145,16,Michoacán
17,2018,pobreza,0.485441448656476,952857,17,Morelos
17,2018,pobreza_m,0.423748527027044,831762,17,Morelos
17,2018,pobreza_e,0.061692921629433,121095,17,Morelos
17,2018,vul_car,0.288154011453657,565608,17,Morelos
17,2018,vul_ing,0.0588990491969144,115611,17,Morelos
17,2018,no_pobv,0.167505490692951,328791,17,Morelos
17,2018,ic_rezedu,0.193209728422762,379245,17,Morelos
17,2018,ic_asalud,0.16813263455955,330022,17,Morelos
17,2018,ic_segsoc,0.640806534523232,1257818,17,Morelos
17,2018,ic_cv,0.112948559428631,221703,17,Morelos
17,2018,ic_sbv,0.199295724060774,391191,17,Morelos
17,2018,ic_ali_nc,0.256301114645059,503085,17,Morelos
17,2018,carencias,0.773595460110145,1518465,17,Morelos
17,2018,carencias3,0.220158064708409,432141,17,Morelos
17,2018,plp_e,0.147341108694578,289211,17,Morelos
17,2018,plp,0.544340497853395,1068468,17,Morelos
18,2018,pobreza,0.357205399548937,436515,18,Nayarit
18,2018,pobreza_m,0.301443993099987,368373,18,Nayarit
18,2018,pobreza_e,0.0557614064489521,68142,18,Nayarit
18,2018,vul_car,0.316778338957859,387112,18,Nayarit
18,2018,vul_ing,0.0596025622980817,72836,18,Nayarit
18,2018,no_pobv,0.266413699195107,325565,18,Nayarit
18,2018,ic_rezedu,0.191601174441175,234142,18,Nayarit
18,2018,ic_asalud,0.136543516187846,166860,18,Nayarit
18,2018,ic_segsoc,0.529070528662178,646539,18,Nayarit
18,2018,ic_cv,0.118641307727809,144983,18,Nayarit
18,2018,ic_sbv,0.172238279319298,210480,18,Nayarit
18,2018,ic_ali_nc,0.197160785186591,240936,18,Nayarit
18,2018,carencias,0.673983738506802,823627,18,Nayarit
18,2018,carencias3,0.175347864369721,214280,18,Nayarit
18,2018,plp_e,0.112065353658017,136947,18,Nayarit
18,2018,plp,0.416807961847017,509351,18,Nayarit
19,2018,pobreza,0.193832686387756,1066519,19,Nuevo León
19,2018,pobreza_m,0.186488076003598,1026107,19,Nuevo León
19,2018,pobreza_e,0.00734461038415809,40412,19,Nuevo León
19,2018,vul_car,0.253480838621761,1394719,19,Nuevo León
19,2018,vul_ing,0.119561104461326,657857,19,Nuevo León
19,2018,no_pobv,0.43312537052916,2383171,19,Nuevo León
19,2018,ic_rezedu,0.134364096537681,739307,19,Nuevo León
19,2018,ic_asalud,0.12959878711789,713087,19,Nuevo León
19,2018,ic_segsoc,0.283034117216433,1557329,19,Nuevo León
19,2018,ic_cv,0.0305746759607769,168230,19,Nuevo León
19,2018,ic_sbv,0.0238528998779776,131245,19,Nuevo León
19,2018,ic_ali_nc,0.124972693068638,687633,19,Nuevo León
19,2018,carencias,0.447313525009508,2461238,19,Nuevo León
19,2018,carencias3,0.0565265292517668,311024,19,Nuevo León
19,2018,plp_e,0.0423380112848054,232955,19,Nuevo León
19,2018,plp,0.313393790849077,1724376,19,Nuevo León
20,2018,pobreza,0.643359593979233,2575335,20,Oaxaca
20,2018,pobreza_m,0.426454952699857,1707077,20,Oaxaca
20,2018,pobreza_e,0.216904641279378,868258,20,Oaxaca
20,2018,vul_car,0.233965567376844,936552,20,Oaxaca
20,2018,vul_ing,0.0291215374269164,116572,20,Oaxaca
20,2018,no_pobv,0.0935533012170032,374489,20,Oaxaca
20,2018,ic_rezedu,0.295778261421335,1183985,20,Oaxaca
20,2018,ic_asalud,0.162564939639486,650739,20,Oaxaca
20,2018,ic_segsoc,0.782647688653464,3132898,20,Oaxaca
20,2018,ic_cv,0.251141908413501,1005308,20,Oaxaca
20,2018,ic_sbv,0.582768499615779,2332792,20,Oaxaca
20,2018,ic_ali_nc,0.320027889445483,1281055,20,Oaxaca
20,2018,carencias,0.877325161356089,3511887,20,Oaxaca
20,2018,carencias3,0.486025549170263,1945535,20,Oaxaca
20,2018,plp_e,0.304319466553154,1218175,20,Oaxaca
20,2018,plp,0.672481131406151,2691907,20,Oaxaca
21,2018,pobreza,0.580094416678404,3756308,21,Puebla
21,2018,pobreza_m,0.499032560303014,3231405,21,Puebla
21,2018,pobreza_e,0.0810618563753958,524903,21,Puebla
21,2018,vul_car,0.221965367373044,1437301,21,Puebla
21,2018,vul_ing,0.0632567653986918,409609,21,Puebla
21,2018,no_pobv,0.134683450549848,872121,21,Puebla
21,2018,ic_rezedu,0.213137258142008,1380136,21,Puebla
21,2018,ic_asalud,0.20803513144254,1347098,21,Puebla
21,2018,ic_segsoc,0.706293832647199,4573492,21,Puebla
21,2018,ic_cv,0.116572584076293,754847,21,Puebla
21,2018,ic_sbv,0.264871692431857,1715134,21,Puebla
21,2018,ic_ali_nc,0.245023001884536,1586607,21,Puebla
21,2018,carencias,0.802059784051434,5193609,21,Puebla
21,2018,carencias3,0.266358255529172,1724760,21,Puebla
21,2018,plp_e,0.177808451418529,1151370,21,Puebla
21,2018,plp,0.643351182077098,4165917,21,Puebla
22,2018,pobreza,0.263734686335758,604477,22,Querétaro
22,2018,pobreza_m,0.247050051287334,566236,22,Querétaro
22,2018,pobreza_e,0.016684635048423,38241,22,Querétaro
22,2018,vul_car,0.348076277852996,797787,22,Querétaro
22,2018,vul_ing,0.0707878615473286,162245,22,Querétaro
22,2018,no_pobv,0.317401174263929,727480,22,Querétaro
22,2018,ic_rezedu,0.174552757452154,400073,22,Querétaro
22,2018,ic_asalud,0.11834611771697,271248,22,Querétaro
22,2018,ic_segsoc,0.458948537711145,1051905,22,Querétaro
22,2018,ic_cv,0.0847970910855148,194354,22,Querétaro
22,2018,ic_sbv,0.12674450008268,290497,22,Querétaro
22,2018,ic_ali_nc,0.151611111571654,347491,22,Querétaro
22,2018,carencias,0.611810964188739,1402264,22,Querétaro
22,2018,carencias3,0.122253640833355,280204,22,Querétaro
22,2018,plp_e,0.0505752863560864,115918,22,Querétaro
22,2018,plp,0.334522547883093,766722,22,Querétaro
23,2018,pobreza,0.301920646577708,546371,23,Quintana Roo
23,2018,pobreza_m,0.263788984726889,477366,23,Quintana Roo
23,2018,pobreza_e,0.0381316618508209,69005,23,Quintana Roo
23,2018,vul_car,0.34822128686692,630159,23,Quintana Roo
23,2018,vul_ing,0.0589246213772712,106633,23,Quintana Roo
23,2018,no_pobv,0.290933445178106,526488,23,Quintana Roo
23,2018,ic_rezedu,0.169770856369543,307226,23,Quintana Roo
23,2018,ic_asalud,0.156341747662947,282924,23,Quintana Roo
23,2018,ic_segsoc,0.440066067987702,796366,23,Quintana Roo
23,2018,ic_cv,0.209892404668081,379832,23,Quintana Roo
23,2018,ic_sbv,0.217823215636606,394184,23,Quintana Roo
23,2018,ic_ali_nc,0.199518028614357,361058,23,Quintana Roo
23,2018,carencias,0.650141933444626,1176530,23,Quintana Roo
23,2018,carencias3,0.211625888085603,382969,23,Quintana Roo
23,2018,plp_e,0.0714430572524755,129287,23,Quintana Roo
23,2018,plp,0.360845267954985,653004,23,Quintana Roo
24,2018,pobreza,0.420681670979839,1179514,24,San Luis Potosí
24,2018,pobreza_m,0.353400151793128,990869,24,San Luis Potosí
24,2018,pobreza_e,0.0672815191867086,188645,24,San Luis Potosí
24,2018,vul_car,0.261816039283606,734084,24,San Luis Potosí
24,2018,vul_ing,0.0748465662511376,209856,24,San Luis Potosí
24,2018,no_pobv,0.242655723485422,680362,24,San Luis Potosí
24,2018,ic_rezedu,0.19683103313484,551878,24,San Luis Potosí
24,2018,ic_asalud,0.0895757781537732,251154,24,San Luis Potosí
24,2018,ic_segsoc,0.526079100768384,1475029,24,San Luis Potosí
24,2018,ic_cv,0.0857360112075828,240388,24,San Luis Potosí
24,2018,ic_sbv,0.264080809867692,740434,24,San Luis Potosí
24,2018,ic_ali_nc,0.178499587704756,500480,24,San Luis Potosí
24,2018,carencias,0.682497710263438,1913598,24,San Luis Potosí
24,2018,carencias3,0.178740687691345,501156,24,San Luis Potosí
24,2018,plp_e,0.146876613871951,411815,24,San Luis Potosí
24,2018,plp,0.495528237230978,1389370,24,San Luis Potosí
25,2018,pobreza,0.309842554126397,927958,25,Sinaloa
25,2018,pobreza_m,0.287928214778688,862326,25,Sinaloa
25,2018,pobreza_e,0.0219143393477118,65632,25,Sinaloa
